,GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,LFG Generated (mmscfy),LFG Collected (mmscfy),CH4 Generated (mmscfy),CH4 Collected (mmscfy),CH4 Generated (metric tons per year),CH4 Collected (metric tons per year),CO2e Generated (metric tons per year),CO2e Collected (metric tons per year),Generated CO2e Intensity,Collected CO2e Intensity
248,1003933.0,10405,Camden County SR 110 MSW Landfill,GA,,"5395 Hwy 110 (SR 110 & Russell Road)
12 miles SW of Woodbine",Silco,Camden,31569,30.85909,-81.854516,No,Public,"Camden County, GA","Camden County, GA",1992.0,2033.0,Open,53.0,34.5,,,3184719.0,2460285,2022.0,100533,2022.0,No,Not used,No,0.823,No,,,,No,,,,,98893,HH,300.395,,,,,,,,,
1052,1013659.0,10091,Lunenburg Disposal & Recycling Center,VA,,"45 Landfill Road
Off State Route 659 (Old Mansion Road)",Lunenburg,Lunenburg,23952,36.924,-78.243,No,Public,Container First Services (CFS),,1978.0,2027.0,Open,,54.0,,,3739625.0,1949906,2022.0,240085,2022.0,No,Not used,No,,Yes,,,,Yes,,,,2/23-GCCS pulls from 40 of 54 acres.,97754,HH,,,,,,,,,,
33,1005318.0,11544,City of Conway Landfill,AR,,4550 Highway 64 West,Conway,Faulkner,72032,35.1119,-92.5068,No,Public,"City of Conway, AR","City of Conway, AR",1991.0,2073.0,Open,125.0,66.0,,,9130905.0,3338298,2022.0,75153,2022.0,No,Not used,No,1.33,No,,,,No,,,,,96576,HH,485.45000000000005,,,,,,,,,
270,1003972.0,10408,Hall County Candler Road MSWLF,GA,,1700 Oakbrook Drive Candler Road,Gainesville,Hall,30507,34.242574,-83.800764,No,Public,"Hall County, Public Works Department, GA","Hall County, Public Works Department, GA",1997.0,2032.0,Open,94.2,39.7,,,3977682.0,2197973,2022.0,153459,2022.0,No,Not used,No,0.716,No,,,,No,,,,,96230,HH,261.34,,,,,,,,,
289,1006025.0,1986,Walker Mountain Landfill,GA,"Floyd County LF; Rome Walker Mountain Road, Site 2",433 Walker Mountain Road,Rome,Floyd,30161,34.19,-85.214799,No,Public,"Floyd County, GA; Rome City",Rome City,1998.0,2035.0,Open,,36.1,,,3364575.0,2333902,2022.0,110547,2022.0,No,Not used,No,0.902,No,,,,No,,,,,95328,HH,329.23,,,,,,,,,
790,1004993.0,1222,Lawton LF,OK,City of Lawton LF,8902 SW 11th Street,Lawton,Comanche,73501,34.523,-98.4,No,Public,"City of Lawton, OK","City of Lawton, OK",1972.0,2025.0,Open,130.0,106.0,80.0,,,6234807,2022.0,199947,2022.0,No,Not used,No,,Yes,0.803,2022.0,44.4,Yes,1.0,0.803,2022.0,"12/12-GCCS installation begun, 41 wells over 80 acres.; 1/14-GCCS installed in August 2013.; 2/21-Candlestick flare.",94988,HH,,293.095,,130.13418000000001,,2498.5762560000003,,69960.13516800001,,0.7365155089906095
41,1004480.0,11421,Mississippi County LF,AR,,1695 East CR-506,Luxora,Mississippi,72358,35.78,-89.97,No,Public,"Mississippi County, AR",,1980.0,2087.0,Open,96.5,27.0,,,,2628317,2022.0,105588,2022.0,Yes,Several times per year,No,0.932,No,,,,No,,,,,92909,"C,HH",340.18,,,,,,,,,
43,1005319.0,11280,Northeast AR RSWMD Landfill Phases 2 & 3,AR,,1810 Greene 890 Road,Paragould,Greene,72450,36.085,-90.4539,No,Public,Northeast AR RSWMD,,1979.0,2031.0,Open,,207.4,,,3922300.0,3047929,2022.0,103722,2022.0,No,Not used,No,1.02,No,,,,No,,,,4/09-System to be in place in 2010.,91863,HH,372.3,,,,,,,,,
789,1002788.0,1223,Enid City Landfill,OK,City of Enid LF; Enid Municipal LF,1313 E. Southgate Road,Enid,Garfield,73701,36.36195,-97.859154,No,Public,"City of Enid, OK","City of Enid, OK",1988.0,2031.0,Open,72.0,40.0,,50.0,4851000.0,3191306,2022.0,81626,2022.0,Yes,Occasionally but not every year,No,0.914,No,,,,No,,,,,90803,"C,HH",333.61,,,,,,,,,
14,1007018.0,15,Eastern Area Landfill,AL,,2787 Alton Drive,Birmingham,Jefferson,35210,33.5978,-86.6288,No,Public,"City of Birmingham, AL","City of Birmingham, AL",1974.0,2038.0,Open,72.0,48.0,,,5421445.0,4496135,2022.0,60988,2022.0,No,Not used,No,1.83,No,,,,No,,,,,89356,HH,667.95,,,,,,,,,
498,1004663.0,10740,Forty West SLF,MD,,12630 Earth Care Road,Hagerstown,Washington,21740,39.6567,-77.82,No,Public,"Washington County, MD","Washington County, MD",2000.0,2033.0,Open,190.0,70.0,,,11001883.0,2456920,2022.0,163257,2022.0,No,Not used,No,,No,,,,No,,,,4/09-Plan to build GCS in 2010.,89153,"C,HH",,,,,,,,,,
1020,1006417.0,1539,Bayview LF,UT,South Utah County SSD,10800 South State Road 68,Elberta,Utah,84626,40.033856,-111.958306,Yes,Public,Northern Utah Environmental Resource Agency (NUERA),,1991.0,2070.0,Open,600.0,112.0,,,21609000.0,5313812,2022.0,396765,2022.0,No,Not used,No,,No,,,,No,,,,"4/16-Have some test wells in place now.; 3/17-GCCS is in design phase, expect completion by Fall.",88954,"C,HH",,,,,,,,,,
960,1002644.0,1478,CSC Disposal and Landfill,TX,,101 Republic Way,Avalon,Ellis,76623,32.223334,-96.787501,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1980.0,2070.0,Open,,100.0,,,30376101.0,5141967,2022.0,40,2022.0,No,Not used,No,1.85,No,,,,No,,,,2010-Passive venting only.,86839,HH,675.25,,,,,,,,,
979,1012903.0,21133,La Gloria Ranch Landfill,TX,,23485 N. Moorefield Road,Edinburg,Hidalgo,78541,26.411591,-98.346247,No,Private,"Republic Services, Inc.",,2013.0,2188.0,Open,,,,,61849491.0,3674711,2022.0,346890,2022.0,No,Not used,No,,Yes,0.5,2022.0,46.7,Yes,,0.5,2022.0,,86213,HH,,182.5,,85.2275,,1636.3680000000002,,45818.304000000004,,0.531454699407282
356,1004887.0,2310,Landfill 33 Ltd.,IL,,1713 S. Willow Street,Effingham,Effingham,62401,39.101,-88.526,No,Private,"Sanitation Service, Inc.","Sanitation Service, Inc.",1981.0,2024.0,Open,41.0,33.2,,,,2341117,2022.0,95018,2022.0,No,Not used,No,0.817,No,,,,No,,,,2012-Passive vents/flares only.,85197,HH,298.205,,,,,,,,,
703,1000478.0,12211,Sandoval County Landfill,NM,,2708 Iris Road NE,Rio Rancho,Sandoval,87144,35.3064,-106.6284,No,Public,"Sandoval County, NM",,1972.0,2055.0,Open,,79.8,,,11042040.0,6538282,2022.0,171000,2022.0,No,Not used,No,0.801,No,,,,No,,,,,85041,HH,292.365,,,,,,,,,
365,1006306.0,2312,"Perry Ridge Landfill, Inc.",IL,,6305 Sacred Heart Road,Du Quoin,Perry,62832,38.035,-89.301,No,Private,"GERE Properties, Inc.","Perry Ridge Landfill, Inc.",2004.0,2040.0,Open,141.0,7.4,,,10040924.0,2969798,2022.0,243037,2022.0,No,Not used,No,0.507,No,,,,No,,,,,84174,HH,185.055,,,,,,,,,
651,1004062.0,10782,US Marine Corps Base Camp Lejeune,NC,Camp Lejeune MSW Landfill,Piney Green Road,Camp Lejeune,Onslow,28547,34.688,-77.322,No,Public,United States Marine Corps,United States Marine Corps,1972.0,2045.0,Open,45.0,,55.0,,2724278.0,1884676,2022.0,25547,2022.0,No,Not used,No,0.56,No,,,,No,,,,,83966,"C,HH",204.4,,,,,,,,,
613,1006766.0,2140,High Plains SLF,MT,Cascade County LF,"142 Powerline Road
9 miles N of Great Falls, 1 mile E of US 87",Floweree,Cascade,59440,47.62667,-111.189,No,Private,"Republic Services, Inc.",,1980.0,2061.0,Open,90.0,37.0,40.0,40.0,8255356.0,3809416,2022.0,179344,2022.0,Yes,Several times per year,No,1.03,No,,,,No,,,,,83945,"C,HH",375.95,,,,,,,,,
677,1005255.0,2001,North Country Environmental Services LF,NH,NCES Landfill & TS,581 Trudeau Road,Bethlehem,Grafton,03574,44.26,-71.628,No,Private,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc.",1976.0,2027.0,Open,51.0,35.4,110.0,110.0,6976599.0,6335630,2022.0,219801,2022.0,No,Not used,No,,Yes,3.67,2022.0,48.0,Yes,2.0,3.67,2022.0,"2012-102 wells, system capacity=1750 acfm.; 1/22-GCCS installed in 1998, one open flare, one closed flare.",83207,"C,HH",,1339.55,,642.9839999999999,,12345.292799999997,,345668.19839999994,,4.15431632434771
671,1007546.0,1756,NNSWC LF,NE,Northeast Nebraska Solid Waste Coalition Landfill,57220 825th Road,Clarkson,Stanton,68629,41.786,-97.092,No,Public,Northeast Nebraska Solid Waste Coalition,Waste Connections Inc. - Central Region,1995.0,2042.0,Open,74.0,44.2,,,4079250.0,2550379,2022.0,122655,2022.0,Yes,Several times per year,No,0.675,No,,,,No,,,,,82774,"C,HH",246.37500000000003,,,,,,,,,
6,1001297.0,10860,Arrowhead Landfill,AL,Perry County Associates Landfill,"On Cahaba Road
622 Tayloe Road",Uniontown,Perry,36786,32.413,-87.4685,No,Private,Arrowhead Environmental Partners,,2007.0,2099.0,Open,425.3,,,,63278380.0,6357488,2022.0,852212,2022.0,Yes,Several times per year,No,0.3,No,,,,No,,,,,82303,HH,109.5,,,,,,,,,
5,1006806.0,10961,South Cushman Landfill,AK,Fairbanks North Star Borough S. Cushman Landfill,455 Sanduri Street,Fairbanks,Fairbanks North Star,99701,64.80476,-147.70085,No,Public,"Fairbanks North Star Borough, AK","Fairbanks North Star Borough, AK",1963.0,2082.0,Open,,97.7,,,10518622.0,4710091,2022.0,108038,2022.0,Yes,Several times per year,Yes,0.858,No,,,,No,,,,"3/11-13 wells installed in 2010, not connected yet, will be low flow.; 2012-Passive vents/flares only.",81376,"C,HH",313.17,,,,,,,,,
606,1003399.0,1966,Plantation Oaks Sanitary Landfill,MS,,35 Shieldsboro Road,Sibley,Adams,39165,31.3576,-91.3954,No,Private,WM,WM,1989.0,2131.0,Open,80.0,50.6,,,8788886.0,3234345,2022.0,60917,2022.0,No,Occasionally but not every year,No,1.31,No,,,,No,,,,"6/04-13 wells to be online by January 2006, but may start construction in 2004.; 2010-Passive venting only.",81311,"C,HH",478.15000000000003,,,,,,,,,
430,1002550.0,635,Salina MSWLF,KS,City of Salina MSW Facility,4292 South Burma Road,Salina,Saline,67401,38.7581,-97.6868,No,Public,"City of Salina, KS","City of Salina, KS",1977.0,2170.0,Open,277.0,119.2,,70.0,120251088.0,3818455,2022.0,92654,2022.0,No,Occasionally but not every year,No,1.07,No,,,,No,,,,2012-Passive vents/flares only.,80738,"C,HH",390.55,,,,,,,,,
374,1007810.0,2311,Sumner Landfill,IL,Lawrence County Regional Landfill,SR-250 & E. 550th Avenue,Sumner,Lawrence,62466,38.7167,-87.8063,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1998.0,2053.0,Open,42.0,21.2,,,3352171.0,2339832,2022.0,58399,2022.0,No,Not used,No,1.09,No,,,,No,,,,,80111,"C,HH",397.85,,,,,,,,,
398,1003893.0,545,Hayes Landfill,IN,Mason-Hayes LF,3450 S. Spiceland Road,New Castle,Henry,47362,39.88778,-85.37626,No,Private,"Hayes Landfill, Inc.","Hayes Landfill, Inc.",1972.0,2043.0,Open,,47.7,,,4251340.0,2457788,2022.0,61491,2022.0,Yes,Several times per year,No,0.876,No,,,,No,,,,2012-Passive vents/flares only.,79699,"C,HH",319.74,,,,,,,,,
353,1003516.0,2308,Knox County LF #3,IL,,996 Knox Road 2150 North,Oneida,Knox,61467,41.015,-90.248,Yes,Public,"Knox County, IL",,1974.0,2026.0,Open,,94.1,,,3600765.0,3542829,2022.0,77326,2022.0,No,Not used,No,1.01,No,,,,No,,,,2012-Passive vents/flares only.; 10/22-Will install GCCS in next 2 years.,79507,"C,HH",368.65,,,,,,,,,
50,1005440.0,11549,Upper Southwest RSWMD,AR,,319 Landfill Road,Nashville,Howard,71852,34.075,-93.868,No,Public,Upper SW Arkansas RSWMD,,1994.0,2038.0,Open,58.3,30.2,,,4125583.0,2088113,2022.0,111926,2022.0,No,Not used,No,0.767,No,,,,No,,,,,79433,HH,279.955,,,,,,,,,
599,1006851.0,1960,Leflore County Landfill,MS,,15200 Highway 49 E. South,Sidon,Leflore,38954,33.4456,-90.2078,No,Public,Leflore County Board of Supervisors,"Waste Connections, Inc.",1996.0,2029.0,Open,56.0,35.6,75.0,75.0,2688599.0,2440642,2022.0,72361,2022.0,No,Not used,No,0.755,No,,,,No,,,,,78376,HH,275.575,,,,,,,,,
968,1002890.0,11361,Fort Hood Landfill,TX,,Turkey Run Rd & Base Rd,Fort Hood,Coryell,76544,31.1564,-97.83331,No,Public,US Army Fort Hood,US Army Fort Hood,1978.0,2060.0,Open,125.0,,,25.0,3399638.0,2240000,2008.0,22445,2022.0,No,Not used,No,,No,,,,Unknown,,,,,77131,"C,HH",,,,,,,,,,
60,1007862.0,2194,Gray Wolf Regional Landfill,AZ,Grey Wolf Landfill,"23355 East Highway 169
Mile Post 11",Dewey,Yavapai,86327,34.5167,-112.0483,No,Private,WM,WM,1993.0,2140.0,Open,172.2,67.2,,,25159786.0,4757374,2022.0,172040,2022.0,No,Not used,No,1.23,Yes,,,,Yes,,,,"1/23-Installed during 2022/23, one 20 MMBtu/hr open utility flare.",77065,"C,HH",448.95,,,,,,,,,
496,1005107.0,744,Charles County Landfill #2,MD,,12305 Billingsley Road East,Waldorf,Charles,20602,38.572,-76.886,No,Public,"Charles County, MD","Charles County, MD",1994.0,2032.0,Open,70.0,37.0,,,3385795.0,2200134,2022.0,137032,2022.0,No,Not used,No,0.691,No,,,,No,,,,2012-Passive vents/flares only.,76901,"C,HH",252.21499999999997,,,,,,,,,
446,1006459.0,2337,Nelson County SWDF,KY,Nelson County Landfill,1025 Airport Road,Bardstown,Nelson,40004,37.8169,-85.5392,No,Public,"Nelson County, KY","Nelson County, KY",1976.0,2027.0,Open,,49.0,,,,1973861,2022.0,71434,2022.0,No,Occasionally but not every year,No,0.645,No,,,,No,,,,2012-Passive vents/flares only.,76856,HH,235.425,,,,,,,,,
795,1004710.0,2136,Osage Landfill,OK,,83 County Road 2712,Bartlesville,Osage,74003,36.717611,-96.012747,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1982.0,2135.0,Open,50.0,36.9,,,13608819.0,2899283,2022.0,81562,2022.0,Yes,Several times per year,No,0.545,No,,,,No,,,,"10/01-11 gas monitoring probes, estimated production of 450 cfm.",76521,"C,HH",198.925,,,,,,,,,
385,1002167.0,10462,Bartholomew County Landfill II,IN,,811 E CR 450 S,Columbus,Bartholomew,47201,39.127,-85.9225,No,Public,"Bartholomew County Solid Waste Management District, IN",,1999.0,2082.0,Open,86.0,30.0,133.0,65.0,6127082.0,1823596,2022.0,85982,2022.0,No,Not used,No,0.67,Yes,,,,Yes,,,,2/20-Flaring gas from small section of site (< 5 acres) that was recently closed (2019 ICR).,76129,"C,HH",244.55,,,,,,,,,
754,1001101.0,12206,Defiance County Landfill,OH,,13207 Canal Road,Defiance,Defiance,43512,41.252,-84.412224,No,Public,"Defiance County Board of Commissioners, OH",,1969.0,2048.0,Open,,69.7,,,9217718.0,4845200,2022.0,189972,2022.0,No,Not used,No,0.816,No,,,,No,,,,2010-Passive venting.,75957,HH,297.84,,,,,,,,,
118,1007128.0,182,Johnson Canyon SLF,CA,,31400 Johnson Canyon Road,Gonzales,Monterey,93926,36.53167,-121.40667,Yes,Public,"Salinas Valley Solid Waste Authority, CA","Salinas Valley Solid Waste Authority, CA",1976.0,2066.0,Open,80.0,69.0,,35.0,14432453.0,4025090,2022.0,227172,2022.0,No,Not used,No,,Yes,2.319,2022.0,49.5,Yes,1.0,1.592,2022.0,"1/03-30 wells in place, enclosed flare.; 2010-47 wells, system capacity=800 acfm.",75222,HH,,846.435,,418.985325,,8044.518239999999,,225246.51072,,2.9944233165829144
930,1011455.0,20716,Blossom Prairie Landfill,TX,,1096 CR 15100,Blossom,Lamar,75416,33.623,-95.335,No,Private,"Waste Connections, Inc.",,2010.0,2316.0,Open,,15.0,,,58401609.0,2273616,2022.0,213752,2022.0,Yes,Occasionally but not every year,No,0.335,No,,,,No,,,,,74433,HH,122.275,,,,,,,,,
313,1006749.0,11601,Landfill of North Iowa,IA,,15942 Killdeer Avenue,Clear Lake,Cerro Gordo,50428,43.126,-93.3003,Yes,Public,Landfill of North Iowa,Landfill of North Iowa,1971.0,2044.0,Open,,93.1,,,6508168.0,3605700,2022.0,115385,2022.0,Yes,Several times per year,No,0.959,No,,,,No,,,,2010-Passive venting only.,74371,"C,HH",350.03499999999997,,,,,,,,,
291,1003711.0,10404,"Wolf Creek Landfill, LLC",GA,,"911 Landfill Road
off Hwy 80 (Jeffersonville Road)",Dry Branch,Twiggs,31020,32.770535,-83.437873,No,Private,WM,WM,1992.0,2064.0,Open,88.0,48.3,,,23191228.0,7727092,2022.0,374712,2022.0,No,Not used,No,,Yes,4.535,2022.0,50.7,Yes,1.0,3.373,2022.0,"9/09-GCCS under construction, expected to be operational by 11/30/09.; 4/12-24 gas wells, flare's rated capacity = 2,000 scfm.; 2012-21 wells.",73681,"C,HH",,1655.275,,839.2244250000001,,16113.108960000001,,451167.05088000005,,6.123248203471723
13,1007382.0,4,Cullman Environmental Waste Management Center,AL,,2805 AL Highway 69 South,Cullman,Cullman,35057,34.02878,-86.90069,No,Private,"Cullman Environmental, Inc.","Cullman Environmental, Inc.",1993.0,2040.0,Open,,29.0,,60.0,2937045.0,2164857,2022.0,102265,2022.0,Yes,Several times per year,No,0.603,No,,,,No,,,,,72247,HH,220.095,,,,,,,,,
595,1007707.0,2144,Central Landfill,MS,,8800 Highway 11 North,McNeill,Pearl River,39470,30.7073,-89.6017,No,Private,WM,WM,1987.0,2117.0,Open,100.0,,,84.0,9259984.0,3028693,2022.0,67452,2022.0,No,Occasionally but not every year,No,1.06,No,,,,No,,,,,71634,HH,386.90000000000003,,,,,,,,,
259,1011663.0,20700,Decatur County Solid Waste Facility,GA,,104 Mine Loop Road,Attapulgus,Decatur,39815,30.71,-84.405,No,Public,"Decatur County Board of Commissioners, GA",,2006.0,2050.0,Open,,16.1,,,4737860.0,1494918,2022.0,68641,2022.0,Yes,Occasionally but not every year,No,0.657,No,,,,No,,,,,71562,HH,239.805,,,,,,,,,
787,1003963.0,12214,City of Sallisaw Solid Waste Disposal Facility,OK,,"N4660 Road
2.5 mi E of Sallisaw off Hwy 64",Sallisaw,Sequoyah,74955,35.414166,-94.744806,No,Public,"City of Sallisaw, OK",,1996.0,2026.0,Open,,42.9,,,2161857.0,1676545,2022.0,88364,2022.0,Yes,Several times per year,No,1.59,No,,,,No,,,,,71497,HH,580.35,,,,,,,,,
139,1007345.0,250,Potrero Hills SLF,CA,,3675 Potrero Hills Lane,Suisun City,Solano,94585,38.22333,-121.97778,Yes,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1986.0,2059.0,Open,190.0,148.0,,,,22869490,2022.0,1110764,2022.0,Yes,Several times per year,No,,Yes,3.622,2022.0,49.3,Yes,2.0,0.807,2022.0,"2012-80 wells, system capacity=1500 acfm.",71018,HH,,1322.03,,651.7607899999999,,12513.807167999998,,350386.6007039999,,4.933771729758652
701,1003565.0,2395,San Juan County Regional Landfill,NM,Crouch Mesa Landfill; San Juan County Landfill,"3140 #78
8 mi NE of Farmington",Aztec,San Juan,87410,36.783,-108.0402,No,Public,"San Juan County, NM",WM,1988.0,2140.0,Open,122.0,63.8,,,18807794.0,4464286,2022.0,109176,2022.0,No,Not used,No,0.9,No,,,,No,,,,,70955,"C,HH",328.5,,,,,,,,,
950,1002457.0,1827,City of Nacogdoches Landfill,TX,,"4602 NW Stallings Drive
End of Greenwood Avenue",Nacogdoches,Nacogdoches,75964,31.65,-94.673334,No,Public,City of Nacogdoches,City of Nacogdoches,1976.0,2050.0,Open,322.0,105.0,20.0,,4500770.0,2588608,2022.0,96517,2022.0,No,Not used,No,0.873,No,,,,No,,,,,69033,HH,318.645,,,,,,,,,
1070,1014475.0,1604,Asotin County Regional Landfill,WA,Asotin County LF,2901 6th Avenue,Clarkston,Asotin,99403,46.38551,-117.1097,No,Public,"Asotin County, WA","Asotin County, WA",1975.0,2064.0,Open,,12.0,,80.0,4711097.0,1687886,2022.0,61528,2022.0,No,Not used,No,,Yes,0.436,2022.0,54.0,Yes,,0.436,2022.0,,68302,"C,HH",,159.14,,85.9356,,1649.9635199999998,,46198.978559999996,,0.6763927639014963
935,1005482.0,1514,Caliche Canyon LF,TX,City of Lubbock LF,"8425 N. Avenue P
1 mile N of FM2641, .5 E of FM 1264",Lubbock,Lubbock,79403,33.670834,-101.86,No,Public,"City of Lubbock, TX","City of Lubbock, TX",1970.0,2027.0,Open,,230.0,60.0,,,5991515,2022.0,16940,2022.0,No,Not used,No,2.807,Yes,0.421,2022.0,,Yes,,0.421,2022.0,"2012-211 wells, system capacity=3600 acfm, passive vents/flares too.",67671,HH,1024.555,153.665,,,,,,,,
37,1002732.0,10500,Crittenden County Sanitary Landfill,AR,,1299 Kuhn Road,West Memphis,Crittenden,72301,35.13597,-90.25606,No,Public,"Crittenden County, AR",,1989.0,2038.0,Open,63.3,52.0,,,4052007.0,2115732,2022.0,79909,2022.0,No,Not used,No,0.83,No,,,,No,,,,,67157,"C,HH",302.95,,,,,,,,,
1121,1005583.0,2196,Cheyenne Landfill,WY,,1461 Happy Jack Road,Cheyenne,Laramie,82009,41.135,-105.005,No,Public,"City of Cheyenne, WY","City of Cheyenne, WY",1966.0,2045.0,Open,,122.3,,,7827750.0,4328059,2022.0,56838,2022.0,No,Not used,No,0.885,No,,,,No,,,,2012-Passive vents/flares only.,67135,HH,323.025,,,,,,,,,
1037,1002639.0,10083,Battle Creek Landfill,VA,,"806 US-340 South 219 Landfill Drive
7 mi. W of Luray",Luray,Page,22835,38.622,-78.586,No,Public,"Page County, VA","Page County, VA",1999.0,2047.0,Open,,21.7,,,4113193.0,1783167,2022.0,146625,2022.0,No,Not used,No,0.704,No,,,,No,,,,2010-Passive venting only.,66897,"C,HH",256.96,,,,,,,,,
1025,1014096.0,21222,Intermountain Regional Landfill,UT,ROC-Intermountain Regional MSW Landfill,800 S. Allen Ranch Road (18150 West),Fairfield,Utah,84013,40.215324,-112.079779,No,Private,Intermountain Regional Landfill,Intermountain Regional Landfill,2012.0,2050.0,Open,300.0,,,,18191250.0,3154678,2022.0,587853,2022.0,Yes,Several times per year,No,,No,,,,Unknown,,,,,65824,"C,HH",,,,,,,,,,
537,1007590.0,20704,Montmorency-Oscoda-Alpena Landfill,MI,,"6751 Landfill Road
6999 County Road 487",Atlanta,Montmorency,49709,44.935,-84.12,No,Public,"Montmorency-Oscoda-Alpena Waste Management Authority, MI","Montmorency-Oscoda-Alpena Waste Management Authority, MI",1977.0,2040.0,Open,,57.1,,,3086565.0,2613496,2022.0,71635,2022.0,Yes,At least once per year,No,0.771,No,,,,No,,,,2014-Passive vents or flares.,65665,"C,HH",281.415,,,,,,,,,
429,1007832.0,667,Rolling Meadows LF,KS,Shawnee County LF,7352 NW Highway 75,Topeka,Shawnee,66618,39.17906,-95.72004,No,Private,WM,WM,1979.0,2064.0,Open,208.0,111.0,,,31541031.0,11299633,2022.0,247099,2022.0,No,Not used,No,,Yes,2.786,2022.0,55.5,Yes,1.0,0.008,2022.0,"2012-62 wells, system capacity=5331 acfm.",65380,"C,HH",,1016.89,,564.37395,,10835.97984,,303407.43552,,4.640676591006424
331,1008253.0,20702,Simco Road Regional Landfill,ID,,16415 NW Waste Site Drive,Mayfield,Elmore,83716,43.256283,-115.902837,No,Private,"Idaho Regional Waste Services, LLC",,2000.0,2150.0,Open,810.0,30.6,,,38945263.0,3066373,2022.0,167265,2022.0,Yes,Several times per year,No,0.556,No,,,,No,,,,,65364,HH,202.94000000000003,,,,,,,,,
530,1003540.0,2234,Huron Landfill,MI,Cove Landfill of Bad Axe Inc.,4151 South McMillan Road,Bad Axe,Huron,48413,43.76087,-83.05931,No,Private,Bad Axe Property Corp.,Bad Axe Property Corp.,1993.0,2043.0,Open,,35.1,,,4553325.0,2421719,2022.0,82398,2022.0,No,Not used,No,0.701,No,,,,No,,,,"1/03-No GCCS in place, passive venting system only.",64993,HH,255.86499999999998,,,,,,,,,
656,1003583.0,2389,Dakota MSW Landfill,ND,Big Dipper Inc. LF,7972 129th Avenue SE,Gwinner,Sargent,58040,46.2401,-97.6952,No,Private,WM,WM,1976.0,2079.0,Open,73.0,63.5,,60.0,7387280.0,3016574,2022.0,73421,2022.0,No,Not used,No,0.862,No,,,,No,,,,7/03-6 to 7 passive vents.,64716,"C,HH",314.63,,,,,,,,,
36,1005397.0,2291,Craighead County Solid Waste Disposal Authority LF,AR,Legacy Landfill,238 County Road 476,Jonesboro,Craighead,72404,35.719434,-90.68862,No,Public,Craighead County Solid Waste Disposal Authority,Craighead County Solid Waste Disposal Authority,1991.0,2030.0,Open,310.0,60.9,,100.0,4050450.0,2657976,2022.0,107720,2022.0,Yes,Several times per year,No,,Yes,1.099,2022.0,48.6,Yes,,1.099,2022.0,,63175,HH,,401.135,,194.95161,,3743.0709119999997,,104805.985536,,1.6589787975623267
668,1004716.0,1752,J Bar J Landfill,NE,"J-Bar-J Land, Incorporated LF",323.3 Road 770,Ogallala,Perkins,69153,40.984153,-101.818187,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1992.0,2053.0,Open,66.0,44.3,,,3878726.0,2403362,2022.0,90250,2022.0,Yes,Several times per year,No,0.634,No,,,,No,,,,,62851,"C,HH",231.41,,,,,,,,,
